name,year,class,team,framing
"Cross, Mallorie",2017,Fr,UTEP,0.005
"Crow, Kady",2014,So,Texas Tech,-0.002
"Crum, Jessica",2017,Jr,Alcorn,-0.013
"Cruse, Bayli",2015,Fr,Tennessee Tech,0.005
"Cruse, Bayli",2016,So,Tennessee Tech,0.005
"Cruse, Bayli",2017,Jr,Tennessee Tech,0.005
"Cudney, Elizabeth",2014,Sr,North Dakota,0.002
"Cullen, Rachel",2015,Fr,Penn,0.021
"Cullen, Rachel",2016,So,Penn,0.021
"Cullen, Rachel",2017,Jr,Penn,0.021
"Culver, Madison",2016,Fr,Murray St.,-0.097
"Culver, Madison",2017,So,Murray St.,-0.097
"Cumiskey, Rachel",2015,Fr,Gardner-Webb,-0.091
"Cumiskey, Rachel",2016,So,Gardner-Webb,-0.091
"Cumiskey, Rachel",2017,Jr,Gardner-Webb,-0.091
"Cunningham, Michal",2017,Fr,LSU,0.032
"Curtis, Brooke",2015,Fr,South Dakota,-0.002
"Curtis, Brooke",2016,So,South Dakota,-0.002
"Curtis, Brooke",2017,Jr,South Dakota,-0.002
"Curtiss, Alexis",2014,Jr,Buffalo,-0.058
"Curtiss, Alexis",2015,Sr,Buffalo,-0.058
"Cutrona, Lisa",2014,Sr,Binghamton,0.040
"Cyrus, Kelsey",2016,Fr,Savannah St.,-0.171
"Cyrus, Kelsey",2017,So,Savannah St.,-0.171
"Czapkowski, Chelsea",2017,Fr,Canisius,-0.025
"Czyrklis, Kira",2016,Fr,Kennesaw St.,0.056
"Czyrklis, Kira",2017,So,Kennesaw St.,0.056
"Dahlen, Shayna",2017,Fr,Idaho St.,-0.010
"Dailey, Robbie",2014,Jr,La.-Monroe,-0.100
"Dailey, Robbie",2015,Sr,La.-Monroe,-0.100
"Dalton, Alissa",2017,Fr,Oklahoma,-0.029
"Daly, Allie",2014,Jr,South Dakota,-0.025
"Daly, Allie",2015,Sr,South Dakota,-0.025
"Daly, Jordan",2014,So,Belmont,0.034
"Daly, Jordan",2015,Jr,Belmont,0.034
"Daly, Jordan",2016,Sr,Belmont,0.034
"Daneker, Amanda",2014,Fr,Coastal Caro.,0.047
"Daneker, Amanda",2015,So,Coastal Caro.,0.047
"Daneker, Amanda",2016,Jr,Coastal Caro.,0.047
"Daneker, Amanda",2017,Sr,Coastal Caro.,0.047
"Daniels, Bria",2015,Fr,Mississippi Val.,-0.042
"Daniels, Bria",2016,So,Mississippi Val.,-0.042
"Daniels, Bria",2017,Jr,Mississippi Val.,-0.042
"Danner, Tori",2015,Fr,Iona,-0.042
"Danner, Tori",2016,So,Iona,-0.042
"Danner, Tori",2017,Jr,Iona,-0.042
"Dascoli, Angie",2014,Sr,Kennesaw St.,0.076
"David, Brooke",2015,Jr,McNeese St.,0.008
"Davidson, Kyle",2016,Fr,Dayton,0.073
"Davidson, Kyle",2017,So,Dayton,0.073
"Davies, Emilia",2015,Jr,UMass Lowell,-0.019
"Davila, Kris",2014,Jr,Houston,0.074
"Davila, Kris",2015,Sr,Houston,0.074
"Davis, Haleigh",2017,Fr,Texas St.,0.100
"Davis, Mylee",2014,Jr,Weber St.,-0.004
"Day, Hannah",2015,N/A,Troy,0.096
"Day, Hannah",2016,Sr,Troy,0.096
"Deal, Alexandra",2016,Fr,St. Bonaventure,-0.022
"Deal, Alexandra",2017,So,St. Bonaventure,-0.022
"Decker, Taylor",2014,Fr,Canisius,-0.055
"Decker, Taylor",2015,So,Canisius,-0.055
"Decker, Taylor",2016,Jr,Canisius,-0.055
"Decker, Taylor",2017,Sr,Canisius,-0.055
"DeDomenico, Lindsey",2014,So,Sacred Heart,-0.049
"DeDomenico, Lindsey",2015,Jr,Sacred Heart,-0.049
"DeDomenico, Lindsey",2016,Sr,Sacred Heart,-0.049
"DeLaGarza, Cheyenne",2014,Sr,Northwestern St.,0.059
"Delagrange, Jaclyn",2015,Fr,Green Bay,0.035
"Delagrange, Jaclyn",2016,So,Green Bay,0.035
"Delagrange, Jaclyn",2017,Jr,Green Bay,0.035
"DeLamielleure, Chelsea",2014,Jr,Central Mich.,-0.054
"DeLamielleure, Chelsea",2015,Jr,Central Mich.,-0.054
"DeLamielleure, Chelsea",2016,Sr,Central Mich.,-0.054
"Delamielleure, Cory",2014,Sr,Central Mich.,-0.063
"De La Torre, Dana",2015,Fr,Utah Valley,-0.082
"De La Torre, Dana",2016,So,Utah Valley,-0.082
"DeLio, Georgi",2014,Fr,Charleston So.,-0.095
"DeLio, Georgi",2015,So,Charleston So.,-0.095
"DeLio, Georgi",2016,Jr,Charleston So.,-0.095
"DeLio, Georgi",2017,Sr,Charleston So.,-0.095
"Deloney, Chelsey",2014,Fr,Belmont,-0.090
"Deloney, Chelsey",2015,So,Belmont,-0.090
"Deloney, Chelsey",2016,Jr,Belmont,-0.090
"Deloney, Chelsey",2017,Sr,Belmont,-0.090
"de los Reyes, Jordan",2014,Fr,Illinois St.,0.036
"de los Reyes, Jordan",2015,So,Illinois St.,0.036
"de los Reyes, Jordan",2016,Jr,Illinois St.,0.036
"de los Reyes, Jordan",2017,Sr,Illinois St.,0.036
"Delperuto, Chelsie",2016,Fr,UMBC,0.015
"Delperuto, Chelsie",2017,So,UMBC,0.015
"DeMarco, Bethany",2014,So,Canisius,0.016
"DeMarco, Bethany",2015,Jr,Canisius,0.016
"DeSchepper, Kayla",2014,Fr,Hampton,-0.100
"DeSchepper, Kayla",2015,So,Hampton,-0.100
"DeSchepper, Kayla",2016,Jr,Hampton,-0.100
"DeSchepper, Kayla",2017,Sr,Hampton,-0.100
"Devlin, Dani",2014,Fr,Northern Ky.,-0.114
"Devlin, Dani",2015,So,Northern Ky.,-0.114
"Devlin, Dani",2016,Jr,Northern Ky.,-0.114
"Devlin, Dani",2017,Sr,Northern Ky.,-0.114
"Dewes, Alyssa",2014,Fr,Syracuse,0.059
"Dewes, Alyssa",2015,So,Syracuse,0.059
"Dewes, Alyssa",2016,Jr,Syracuse,0.059
"Dewes, Alyssa",2017,Sr,Syracuse,0.059
"DiDio, Isabella",2017,Fr,Coppin St.,0.007
"Di Fulgo, Sommer",2014,Jr,Norfolk St.,-0.044
"Di Fulgo, Sommer",2015,Sr,Norfolk St.,-0.044
"Dillard, Kristina",2014,Fr,Louisville,-0.013
"Dillard, Kristina",2015,So,Louisville,-0.013
"Dillard, Kristina",2016,Jr,Maryland,-0.012
"Dillard, Kristina",2017,Sr,Maryland,-0.012
"Dillon, Eryn",2014,Jr,IUPUI,0.115
"Dillon, Eryn",2015,Sr,IUPUI,0.115
"Dinner, Dominique",2014,Sr,San Diego St.,0.024
"Dionne, Hannah",2014,So,Saint Joseph's,-0.030
"Dionne, Hannah",2015,Jr,Saint Joseph's,-0.030
"Dionne, Hannah",2016,Sr,Saint Joseph's,-0.030
"Ditto, Campbell",2014,So,Omaha,-0.034
"Ditto, Campbell",2015,Jr,Omaha,-0.034
"Ditto, Campbell",2016,Sr,Omaha,-0.034
"Dobbins, Alexandra",2015,Fr,Mississippi Val.,0.020
"Dobbins, Alexandra",2016,So,Mississippi Val.,0.020
"Dobbins, Alexandra",2017,Jr,Mississippi Val.,0.020
"Dodd, Jenny",2016,Fr,Appalachian St.,0.009
"Dodd, Jenny",2017,So,Appalachian St.,0.009
"Dodson, Amanda",2017,Fr,Siena,0.036
"Dodson, Brooke",2014,Fr,Kent St.,0.104
"Dodson, Brooke",2015,So,Kent St.,0.104
"Dodson, Brooke",2016,Jr,Kent St.,0.104
"Dodson, Brooke",2017,Sr,Kent St.,0.104
"Doerre, Katie",2014,So,Texas St.,-0.045
"Doerre, Katie",2015,Jr,Texas St.,-0.045
"Dominguez, Sara",2015,Fr,Seattle,-0.033
"Dominguez, Sara",2016,So,Seattle U,-0.033
"Dominguez, Sara",2017,Jr,Seattle U,-0.033
"Dominiguez, Alexiss",2014,So,N.C. A&T,-0.004
"Dominiguez, Alexiss",2015,Jr,N.C. A&T,-0.004
"Donovan, Kathryn",2014,Jr,UMass Lowell,-0.119
"Dos Santos, Samantha",2014,Jr,George Washington,-0.142
"Dos Santos, Samantha",2015,Sr,George Washington,-0.142
"Dossett, Hannah",2016,Fr,Syracuse,0.015
"Dossett, Hannah",2017,So,Syracuse,0.015
"Doss, Tiffany",2015,N/A,Grambling,-0.097
"Doss, Tiffany",2016,Fr,Grambling,-0.097
"Doss, Tiffany",2017,So,Grambling,-0.097
"Doston, Kelsey",2014,So,Indiana,0.057
"Doston, Kelsey",2015,Jr,Indiana,0.057
"Doston, Kelsey",2016,Sr,Indiana,0.057
"Drake, Ivie",2015,Fr,Georgia St.,-0.081
"Drake, Ivie",2016,So,Georgia St.,-0.081
"Drake, Ivie",2017,Jr,Georgia St.,-0.081
"Dreher, Annie",2014,Sr,Sacred Heart,-0.083
"Dubois, Jacklyn",2014,So,UConn,-0.152
"Dubois, Jacklyn",2015,Jr,UConn,-0.152
"Dubois, Jacklyn",2016,Sr,UConn,-0.152
"Duff, Lauren",2016,Fr,Virginia Tech,-0.105
"Duff, Lauren",2017,So,Virginia Tech,-0.105
"Duffy, Aoife",2014,So,Eastern Mich.,-0.014
"Duffy, Aoife",2015,Jr,Eastern Mich.,-0.014
"Duffy, Aoife",2016,Sr,Eastern Mich.,-0.014
"Duffy, Drew",2015,Fr,Wagner,0.055
"Duffy, Drew",2016,So,Wagner,0.055
"Duffy, Drew",2017,Jr,Wagner,0.055
"Duffy, Kendall",2014,So,Bradley,-0.024
"Duffy, Kendall",2015,Jr,Bradley,-0.024
"Duffy, Kendall",2016,Sr,Bradley,-0.024
"Dukes, Laura",2015,Sr,Lipscomb,-0.039
"Dukes, Laura",2014,Jr,Middle Tenn.,0.031
"Dunn, Kori",2015,Fr,FGCU,-0.005
"Duran, Kathryn",2014,So,Pittsburgh,-0.017
"Duran, Kathryn",2015,Jr,Pittsburgh,-0.017
"Duran, Kathryn",2016,Sr,Pittsburgh,-0.017
"Dvorak, Rebecca",2015,Fr,Lafayette,-0.036
"Dvorak, Rebecca",2016,So,Lafayette,-0.036
"Dvorak, Rebecca",2017,Jr,Lafayette,-0.036
"Dybalski, Hannah",2017,Fr,Valparaiso,-0.013
"Dykes, Reagan",2016,Fr,Alabama,0.081
"Dykes, Reagan",2017,So,Alabama,0.081
"Dzienkowski, Kathy",2014,So,Dartmouth,0.017
"Dzienkowski, Kathy",2015,Jr,Dartmouth,0.017
"Dzienkowski, Kathy",2016,Sr,Dartmouth,0.017
"Earnhardt, Ashton",2014,Fr,Buffalo,-0.014
"Earnhardt, Ashton",2015,So,Buffalo,-0.014
"Earnhardt, Ashton",2016,Jr,Buffalo,-0.014
"Earnhardt, Ashton",2017,Sr,Buffalo,-0.014
"Eby, Tess",2015,Fr,SIUE,0.107
"Eby, Tess",2016,So,SIUE,0.107
"Eby, Tess",2017,Jr,SIUE,0.107
"Edior, Hillary",2016,Fr,Arizona,-0.050
"Edior, Hillary",2017,So,Arizona,-0.050
"Edmands, Dani",2014,So,Quinnipiac,0.032
"Edmands, Dani",2015,Jr,Quinnipiac,0.032
"Edmands, Dani",2016,Sr,Quinnipiac,0.032
"Edmonds, Sabrina",2014,Sr,N.C. A&T,0.056
"Edwards, Noelle",2014,N/A,Coppin St.,-0.018
"Edwards, Noelle",2015,Fr,Coppin St.,-0.018
"Edwards, Taylor",2014,Sr,Nebraska,0.063
"Ekart, Amy",2014,Sr,Boston U.,0.008
"Elkins, Lexie",2014,So,La.-Lafayette,0.007
"Elkins, Lexie",2015,Jr,La.-Lafayette,0.007
"Elkins, Lexie",2016,Sr,Louisiana,0.007
"Ellebracht, Kaylee",2016,Fr,Georgia Tech,-0.053
"Ellebracht, Kaylee",2017,So,Georgia Tech,-0.053
"Elling, Delaney",2017,Fr,Penn St.,0.046
"Ellis, Taylor",2017,Fr,Baylor,0.088
"Ellis, Whitney",2014,So,Oklahoma,0.004
"Ellis, Whitney",2015,Jr,Oklahoma,0.004
"Ellsworth, Taylor",2017,Fr,Texas,0.051
"Elvina, Gabriela",2014,Fr,Georgetown,-0.063
"Elvina, Gabriela",2015,So,Georgetown,-0.063
"Elvina, Gabriela",2016,Jr,Georgetown,-0.063
"Elvina, Gabriela",2017,Sr,Georgetown,-0.063
"Emberson, Caitlyn",2016,Fr,Charleston So.,0.021
"Emberson, Caitlyn",2017,So,Charleston So.,0.021
"Engel, Rachel",2014,So,North Florida,-0.053
"Engram, Shamaria",2014,Jr,Bethune-Cookman,0.009
"Engram, Shamaria",2015,Sr,Bethune-Cookman,0.009
"Ennis, Whitney",2015,Fr,IPFW,-0.058
"Ennis, Whitney",2016,So,Tennessee St.,0.021
"Ennis, Whitney",2017,Jr,Tennessee St.,0.021
"Entzminger, Emma",2015,Fr,San Jose St.,0.069
"Entzminger, Emma",2016,So,San Jose St.,0.069
"Entzminger, Emma",2017,Jr,San Jose St.,0.069
"Erickson, Emilee",2016,Fr,BYU,-0.034
"Erickson, Emilee",2017,So,BYU,-0.034
"Ernst, Lani",2014,Sr,Toledo,-0.001
"Esposito, Mia",2014,So,Incarnate Word,0.100
"Evangelista, Morgan",2015,Fr,Bowling Green,0.115
"Evangelista, Morgan",2016,So,Bowling Green,0.115
"Evans, Chelsea",2014,Sr,Robert Morris,0.118
"Evans, Kimberly",2017,Fr,Coppin St.,-0.066
"Everett, Kacey",2014,Fr,Texas-Arlington,0.046
"Everett, Kacey",2015,So,Texas-Arlington,0.046
"Everett, Kacey",2016,Jr,UT Arlington,0.046
"Everett, Kacey",2017,Sr,UT Arlington,0.046
"Everett, Logan",2017,Fr,Bowling Green,0.029
"Fagan, Sami",2014,So,Missouri,0.007
"Fagan, Sami",2015,Jr,Missouri,0.007
"Fagan, Sami",2016,Sr,Missouri,0.007
"Falk, Aidan",2015,Fr,Michigan,-0.009
"Falk, Aidan",2016,So,Michigan,-0.009
"Falk, Aidan",2017,Jr,Michigan,-0.009
"Farmer, Kassi",2014,So,Indiana,0.077
"Farmer, Kassi",2015,Jr,Indiana,0.077
"Farmer, Kassi",2016,Sr,Indiana,0.077
"Favors, Tacresha",2014,Fr,Alabama St.,-0.009
"Favors, Tacresha",2015,Jr,Alabama St.,-0.009
"Feliciano, Alexa",2016,Fr,Rider,0.031
"Feliciano, Alexa",2017,So,Rider,0.031
"Fenichel, Abby",2015,Fr,Lipscomb,0.105
"Fenichel, Abby",2016,So,Lipscomb,0.105
"Fenichel, Abby",2017,Jr,Lipscomb,0.105
"Ferraro, Jillian",2014,N/A,North Carolina,0.011
"Ferraro, Jillian",2015,Fr,North Carolina,0.011
"Ferraro, Jillian",2016,So,North Carolina,0.011
"Field, Erica",2014,So,James Madison,0.009
"Field, Erica",2015,Jr,James Madison,0.009
"Field, Erica",2016,Sr,James Madison,0.009
"Fields, Molly",2015,Fr,Missouri St.,0.045
"Fields, Molly",2016,So,Missouri St.,0.045
"Finley, Keilani",2014,Fr,Quinnipiac,-0.096
"Finley, Keilani",2015,So,Quinnipiac,-0.096
"Finley, Keilani",2016,Jr,Quinnipiac,-0.096
"Finley, Keilani",2017,Sr,Quinnipiac,-0.096
"Finley, Mckenzey",2014,Jr,UTEP,0.012
"Fira, Riley",2014,Fr,Texas-Arlington,-0.003
"Fisher, Jamie",2014,Sr,UNI,-0.004
"Fitchner, Molly",2014,Sr,Alabama,-0.041
"Fitzgerald, Kelly",2016,Fr,Dayton,-0.022
"Fitzgerald, Kelly",2017,So,Dayton,-0.022
"Fleckenstein, Theresa",2014,Fr,Niagara,-0.037
"Flego, Marie",2014,Sr,Providence,-0.039
"Fleming, Mickaela",2015,So,Evansville,-0.022
"Fleming, Mickaela",2016,Jr,Evansville,-0.022
"Fleming, Mickaela",2017,Sr,Evansville,-0.022
"Fletcher, Danielle",2014,Sr,Purdue,0.084
"Flores, Alex",2014,Fr,Portland St.,-0.014
"Flores, Alex",2015,So,Portland St.,-0.014
"Flores, Alex",2016,Jr,Portland St.,-0.014
"Flores, Alex",2017,Sr,Portland St.,-0.014
"Flores, Morganne",2016,Fr,Washington,0.074
"Flores, Morganne",2017,So,Washington,0.074
"Fogel, Emj",2014,Jr,Maine,0.043
"Fogel, Emj",2015,Sr,Maine,0.043
"Fontaine, Kimberly",2014,So,Morgan St.,-0.042
"Fontaine, Kimberly",2015,Jr,Morgan St.,-0.042
"Fontaine, Kimberly",2016,Sr,Morgan St.,-0.042
"Ford, Amanda",2015,N/A,Prairie View,-0.098
"Ford, Amanda",2016,Fr,Prairie View,-0.098
"Ford, Amanda",2017,So,Prairie View,-0.098
"Forkin, Ellie",2014,Fr,Syracuse,0.007
"Foulks, Logan",2014,Sr,Mississippi St.,0.097
"Fowler, Caitlyn",2014,Sr,Southeastern La.,-0.035
"Fowler, Taner",2014,Sr,Louisville,0.029
"Fox, Stacey",2014,Sr,Rhode Island,-0.052
"Foyer, Jordan",2014,Jr,Ark.-Pine Bluff,-0.024
"Foyer, Jordan",2015,Sr,Ark.-Pine Bluff,-0.024
"Fraccastoro, Taylor",2016,So,SFA,-0.026
"Fraccastoro, Taylor",2017,Jr,SFA,-0.026
"Fraccastoro, Taylor",2015,Fr,Stephen F. Austin,-0.026
"France, Gianetta",2014,N/A,Santa Clara,-0.041
"France, Gianetta",2015,So,Santa Clara,-0.041
"France, Gianetta",2016,Jr,Santa Clara,-0.041
"France, Gianetta",2017,Sr,Santa Clara,-0.041
"Frankhouse, Kara",2014,So,Bakersfield,-0.066
"Freeman,",2014,N/A,Marist,0.055
"Freeman, Amber",2014,Jr,Arizona St.,0.082
"Freeman, Amber",2015,Sr,Arizona St.,0.082
"Freeman, Rebecca",2015,So,Marist,0.055
"Freeman, Rebecca",2016,Jr,Marist,0.055
"Freeman, Rebecca",2017,Sr,Marist,0.055
"Freese, Jill",2014,So,Monmouth,-0.117
"Freese, Jill",2015,Jr,Monmouth,-0.117
"Freese, Jill",2016,Sr,Monmouth,-0.117
"Fried, Sawyer",2014,Fr,Hartford,-0.018
"Fried, Sawyer",2015,So,Hartford,-0.018
"Fried, Sawyer",2016,Sr,Hartford,-0.018
"Friloux, Alexandra",2014,So,UMKC,0.055
"Friloux, Alexandra",2015,Jr,UMKC,0.055
"Friloux, Alexandra",2016,Sr,UMKC,0.055
"Fritz, Lacey",2014,Fr,Southeastern La.,-0.100
"Fritz, Lacey",2015,So,Southeastern La.,-0.100
"Fritz, Lacey",2016,Jr,Southeastern La.,-0.100
"Frost, Darian",2016,Fr,Missouri St.,-0.037
"Frost, Darian",2017,So,Missouri St.,-0.037
"Fuller, Taylore",2014,So,Florida,0.069
"Fuller, Taylore",2015,Jr,Florida,0.069
"Fuller, Taylore",2016,Sr,Florida,0.069
"Fung, Mia",2015,Fr,South Fla.,0.090
"Fung, Mia",2016,So,South Fla.,0.090
"Fung, Mia",2017,Jr,South Fla.,0.090
"Funk, Rachel",2017,Fr,Niagara,0.005
"Galasso, Vicky",2014,Jr,Idaho St.,0.048
"Galasso, Vicky",2015,Sr,Idaho St.,0.048
"Gale, A.",2014,N/A,UMKC,-0.015
"Gale, A.",2015,Fr,UMKC,-0.015
"Gale, Alex",2016,Jr,UMKC,-0.015
"Gale, Alex",2017,Sr,UMKC,-0.015
"Gallant, Stephanie",2014,Jr,Illinois St.,0.008
"Gallant, Stephanie",2015,Sr,Illinois St.,0.008
"Gambone, Lauren",2015,N/A,Buffalo,-0.023
"Gambone, Lauren",2016,Sr,Buffalo,-0.023
"Gamm, Shayna",2017,Jr,Indiana,-0.008
"Gano, Courtney",2014,So,Washington,0.061
"Gano, Courtney",2015,Jr,Washington,0.061
"Gano, Courtney",2016,Sr,Washington,0.061
"Garcia, A.",2017,Fr,Prairie View,-0.077
"Garcia, Alejandra",2015,Fr,Cal Poly,-0.064
"Garcia, Alejandra",2016,So,Cal Poly,-0.064
"Garcia, Alejandra",2017,Jr,Cal Poly,-0.064
"Garcia, Jessica",2014,Sr,San Jose St.,-0.037
"Garcia, Linda",2015,Fr,UTEP,0.004
"Garcia, Linda",2016,So,UTEP,0.004
"Garcia, Linda",2017,Jr,UTEP,0.004
"Garcia, Molli",2017,Jr,UAB,0.002
"Garcia, P",2014,N/A,Ark.-Pine Bluff,-0.020
"Garcia, P",2015,Fr,Ark.-Pine Bluff,-0.020
"Garcia, P",2016,So,Ark.-Pine Bluff,-0.020
"Garcia, Paige",2017,Jr,Ark.-Pine Bluff,-0.020
"Garcia, Vanessa",2017,Fr,Prairie View,0.062
"Gardner, B.",2014,N/A,Prairie View,-0.043
"Gardner, B.",2015,Fr,Prairie View,-0.043
"Gardner, B.",2016,So,Prairie View,-0.043
"Gardner, B.",2017,Jr,Prairie View,-0.043
"Gardner, Julie",2014,Fr,Radford,-0.001
"Gardner, Kali",2014,So,DePaul,0.052
"Gardner, Kali",2015,Jr,DePaul,0.052
"Gardner, Kali",2016,Sr,DePaul,0.052
"Gargicevich-Almeida, Alessandra",2014,Fr,Georgetown,-0.022
"Gargicevich-Almeida, Alessandra",2015,So,Georgetown,-0.022
"Gargicevich-Almeida, Alessandra",2016,Jr,Georgetown,-0.022
"Gargicevich-Almeida, Alessandra",2017,Sr,Georgetown,-0.022
"Gatlin, Brianna",2014,Fr,Utah Valley,-0.118
"Gatlin, Brianna",2015,So,Utah Valley,-0.118
"Gatlin, Brianna",2016,Jr,Utah Valley,-0.118
"Gauvin, Brigitte",2016,Jr,Incarnate Word,-0.081
"Gauvin, Brigitte",2017,Sr,Incarnate Word,-0.081
"Gavin, Becca",2015,Fr,Ohio St.,-0.023
"Gavin, Becca",2016,So,Ohio St.,-0.023
"Gavin, Becca",2017,Jr,Ohio St.,-0.023
"Gebele, Adrienne",2014,Jr,Ohio,0.064
"Gebele, Adrienne",2015,Sr,Ohio,0.064
"Gee, Jayme",2014,Sr,Arkansas,0.000
"Gerhard, Casey",2017,So,Presbyterian,-0.012
"Germ, Emerie",2014,Jr,N.C. Central,0.006
"Germ, Emerie",2015,Sr,N.C. Central,0.006
"Gialketsis, Nikki",2014,Fr,Sacramento St.,0.006
"Gialketsis, Nikki",2015,So,Sacramento St.,0.006
"Gialketsis, Nikki",2016,Jr,Sacramento St.,0.006
"Gialketsis, Nikki",2017,Sr,Sacramento St.,0.006
"Giaquinto, Sophie",2014,Jr,Cornell,0.075
"Giaquinto, Sophie",2015,Sr,Cornell,0.075
"Gilbert, Julia",2017,Jr,FIU,-0.102
"Gillespie, Autumn",2016,Fr,UCF,-0.051
"Gillespie, Autumn",2017,So,UCF,-0.051
"Gleason, Danica",2015,So,Tennessee St.,-0.050
"Gleason, Danica",2016,Jr,Tennessee St.,-0.050
"Gleason, Danica",2017,Sr,Tennessee St.,-0.050
"Gloady, Kayla",2014,Fr,LIU Brooklyn,-0.084
"Gloady, Kayla",2015,So,LIU Brooklyn,-0.084
"Gloady, Kayla",2016,Jr,LIU Brooklyn,-0.084
"Gloady, Kayla",2017,Sr,LIU Brooklyn,-0.084
"Godfrey, Ashley",2017,So,BYU,-0.013
"Godin, Olivia",2014,So,Massachusetts,-0.121
"Godin, Olivia",2015,Jr,Massachusetts,-0.121
"Godin, Olivia",2016,Sr,Massachusetts,-0.121
"Goldyn, Jessica",2017,Fr,Buffalo,0.007
"Gomes, Amanda",2014,Jr,Gardner-Webb,-0.037
"Gomes, Amanda",2015,Sr,Gardner-Webb,-0.037
"Gomez, Celeste",2014,Sr,Florida St.,-0.036
"Gonzalez, Alexis",2015,So,Cal St. Fullerton,0.033
"Gonzalez, Alexis",2016,Jr,Cal St. Fullerton,0.033
"Gonzalez, Alexis",2017,Sr,Cal St. Fullerton,0.033
"Gonzalez, De",2014,N/A,St. Bonaventure,-0.027
"Gonzalez, Desiree",2015,So,St. Bonaventure,-0.027
"Gonzalez, Desiree",2016,Jr,St. Bonaventure,-0.027
"Gonzalez, Desiree",2017,Sr,St. Bonaventure,-0.027
"Gonzalez, Dominique",2016,So,Grand Canyon,0.098
"Gonzalez, Dominique",2017,Jr,Grand Canyon,0.098
"Gonzalez, Niki",2015,Fr,Mt. St. Mary's,-0.091
"Gonzalez, Niki",2016,So,Mt. St. Mary's,-0.091
"Gonzalez, Niki",2017,Jr,Mt. St. Mary's,-0.091
"Goodacre, Chelsea",2014,Jr,Arizona,-0.026
"Goodacre, Chelsea",2015,Sr,Arizona,-0.026
"Goodwin, Georganna",2014,So,Memphis,0.067
"Goodwin, Georganna",2015,Jr,Memphis,0.067
"Gordon, Kate",2017,Fr,James Madison,0.004
"Gore, Catherine",2016,N/A,Alcorn,0.003
"Gore, Catherine",2017,Sr,Alcorn,0.003
"Gorney, Elysse",2014,Sr,Penn,-0.011
"Gott, Olivia",2016,Fr,Virginia,0.052
"Gott, Olivia",2017,So,Virginia,0.052
"Grabowski, Mary",2014,So,San Diego,-0.041
"Grabowski, Mary",2015,Jr,San Diego,-0.041
"Grabowski, Mary",2016,Sr,San Diego,-0.041
"Granata, Kim",2014,So,North Dakota,-0.103
"Grant, Kirsty",2014,Sr,North Carolina St.,-0.019
"Grassini, Ashley",2016,Fr,Hampton,0.014
"Grassini, Ashley",2017,So,Hampton,0.014
"Graves, Ashten",2017,Fr,Memphis,-0.003
"Gray, Kelsey",2017,Fr,Austin Peay,-0.035
"Green, Corrin",2015,Fr,New Mexico St.,-0.008
"Green, Corrin",2016,So,New Mexico St.,-0.008
"Greenlee, Morgan",2016,Fr,Missouri St.,-0.081
"Greenlee, Morgan",2017,So,Missouri St.,-0.081
"Gregory, Lindsay",2017,Fr,North Texas,-0.007
"Gresley, J.",2014,N/A,Alcorn,-0.079
"Gresley, J.",2015,Fr,Alcorn,-0.079
"Gresley, J.",2016,So,Alcorn,-0.079
"Gresley, Jessee",2017,Sr,Alcorn,-0.079
"Griffin, Jessica",2014,So,Stetson,0.044
"Griffin, Jessica",2015,Jr,Stetson,0.044
"Griffin, Jessica",2016,Sr,Stetson,0.044
"Griswold, Tess",2017,Fr,Furman,-0.008
"Grochow, Kelsey",2014,Sr,South Carolina St.,-0.015
"Gross, Kylie",2015,Fr,Toledo,0.010
"Gross, Kylie",2016,So,Toledo,0.010
"Gross, Kylie",2017,Jr,Toledo,0.010
"Gross, Morgan",2015,Fr,South Fla.,0.104
"Gross, Morgan",2016,So,South Fla.,0.104
"Gross, Morgan",2017,Jr,South Fla.,0.104
"Gross, Rebbeka",2014,Fr,Tennessee St.,0.004
"Gross, Rebekka",2016,Jr,Presbyterian,0.013
"Gross, Rebekka",2017,Sr,Presbyterian,0.013
"Groves, Chandler",2014,Fr,Austin Peay,-0.040
"Groves, Chandler",2015,So,Austin Peay,-0.040
"Groves, Chandler",2016,Jr,Austin Peay,-0.040
"Groves, Chandler",2017,Sr,Austin Peay,-0.040
"Guenther, Chelsea",2014,Jr,Texas Southern,-0.073
"Guenther, Chelsea",2015,Sr,Texas Southern,-0.073
"Guitreau, Hailey",2014,N/A,Southern U.,0.002
"Guitreau, Hailey",2015,Jr,Southern U.,0.002
"Guitreau, Hailey",2016,Sr,Southern U.,0.002
"Gumz, Paige",2014,So,Fresno St.,0.076
"Gumz, Paige",2015,Jr,Fresno St.,0.076
"Gumz, Paige",2016,Sr,Fresno St.,0.076
"Gunn, Caitlin",2015,Jr,Houston Baptist,0.067
"Gunn, Caitlin",2016,Sr,Houston Baptist,0.067
"Gurganus, Jordan",2014,Fr,Robert Morris,-0.124
"Gurganus, Jordan",2015,So,Robert Morris,-0.124
"Gurganus, Jordan",2016,Jr,Robert Morris,-0.124
"Gurganus, Jordan",2017,Sr,Robert Morris,-0.124
"Habitz, Karlie",2016,Jr,CSUN,0.060
"Habitz, Karlie",2017,Sr,CSUN,0.060
"Habitz, Karlie",2014,So,Penn St.,-0.050
"Hackbarth, Maddi",2017,Fr,Fresno St.,0.012
"Hackett, Lauren",2014,So,Robert Morris,-0.013
"Hackett, Lauren",2015,Jr,Robert Morris,-0.013
