year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	app	gs2	era	ip	h	r	er	bb	so	sho	bf	p_oab	d_allowed	t_allowed	hr_allowed	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2016	12381	938	Alvernia	-	Totals	-	-	-	-	""	""	4.01	235.2	320	171	135	74	80	1	1131	1004	51	7	11	""	8	""	15	24	""	""	""	""	28	10	""	310	282	""	""	""
2016	12381	938	Alvernia	-	Opponent Totals	-	-	-	-	""	""	2.92	239.1	253	133	100	74	129	4	1074	950	47	9	9	""	9	""	9	32	""	""	""	""	36	5	""	290	270	""	""	""
2016	12381	28746	Alverno	-	Totals	-	-	-	-	""	""	4.09	253.1	319	177	148	77	167	4	1171	1029	55	9	16	""	12	""	13	39	""	""	""	""	47	5	""	293	271	""	""	""
2016	12381	28746	Alverno	-	Opponent Totals	-	-	-	-	""	""	3.04	262.1	305	152	114	73	173	7	1203	1060	52	1	8	""	22	""	25	46	2	""	""	""	35	10	""	323	267	""	""	""
2016	12381	24	Amherst	-	Totals	-	-	-	-	""	""	3.14	243.0	239	135	109	75	211	1	1077	942	37	5	15	""	15	""	25	47	1	""	""	""	27	8	""	230	265	""	""	""
2016	12381	24	Amherst	-	Opponent Totals	-	-	-	-	""	""	4.59	239.1	338	201	157	91	133	2	1181	1036	49	17	12	""	18	2	18	32	1	""	""	""	18	16	2	282	265	""	""	""
2016	12381	939	Anderson (IN)	-	Totals	-	-	-	-	""	""	2.82	270.2	236	143	109	112	169	7	1193	1040	29	""	28	""	30	1	25	31	2	""	""	""	15	1	""	292	330	""	""	""
2016	12381	939	Anderson (IN)	-	Opponent Totals	-	-	-	-	""	""	3.80	267.0	342	196	145	87	121	2	1250	1102	55	8	17	""	21	8	10	19	1	""	""	""	44	7	""	340	302	""	""	""
2016	12381	26	Anna Maria	-	Totals	-	-	-	-	""	""	7.05	196.2	384	288	198	59	62	""	1103	1008	52	13	11	""	32	""	20	22	""	""	""	""	6	10	""	258	258	""	""	""
2016	12381	26	Anna Maria	-	Opponent Totals	-	-	-	-	""	""	2.27	209.1	191	108	68	64	198	7	914	822	26	8	2	""	18	""	8	40	""	""	""	""	18	2	""	223	185	""	""	""
2016	12381	966	Arcadia	-	Totals	-	-	-	-	""	""	2.59	289.2	302	160	107	70	186	8	1289	1165	45	6	7	""	16	1	19	41	""	""	""	""	32	2	1	434	226	""	""	""
2016	12381	966	Arcadia	-	Opponent Totals	-	-	-	-	""	""	4.92	290.1	360	254	204	127	126	4	1387	1200	68	5	9	""	26	2	14	39	""	""	""	""	27	19	""	334	370	""	""	""
2016	12381	38	Augsburg	-	Totals	-	-	-	-	""	""	3.58	258.1	294	163	132	93	195	4	1188	1043	52	4	21	""	15	""	18	38	""	""	""	""	21	13	""	220	324	""	""	""
2016	12381	38	Augsburg	-	Opponent Totals	-	-	-	-	""	""	3.46	259.0	286	178	128	105	172	7	1188	1028	54	6	3	""	21	""	12	42	""	""	""	""	41	2	""	363	198	""	""	""
2016	12381	40	Augustana (IL)	-	Totals	-	-	-	-	""	""	4.63	234.1	290	194	155	79	141	6	1104	962	59	3	17	""	16	""	23	45	2	""	""	""	32	8	""	293	239	""	""	""
2016	12381	40	Augustana (IL)	-	Opponent Totals	-	-	-	-	""	""	3.86	239.2	281	196	132	95	137	4	1148	1004	40	12	14	""	28	""	14	35	""	""	""	""	29	6	""	335	219	""	""	""
2016	12381	42	Aurora	-	Totals	-	-	-	-	""	""	2.29	302.0	305	140	99	76	252	8	1331	1182	46	2	9	""	4	""	18	79	""	""	""	""	49	6	""	309	323	""	""	""
2016	12381	42	Aurora	-	Opponent Totals	-	-	-	-	""	""	4.70	292.0	428	260	196	79	136	5	1452	1283	78	5	28	""	14	""	28	19	""	""	""	""	43	19	""	336	383	""	""	""
2016	12381	953	Austin	-	Totals	-	-	-	-	""	""	4.69	252.0	391	251	169	70	194	2	1288	1155	69	9	14	""	25	1	22	50	""	""	""	""	34	7	""	288	244	""	""	""
2016	12381	953	Austin	-	Opponent Totals	-	-	-	-	""	""	2.79	253.1	271	159	101	95	137	6	1147	1004	48	11	8	""	8	1	12	40	""	""	""	""	29	7	""	310	269	""	""	""
2016	12381	44	Averett	-	Totals	-	-	-	-	""	""	3.83	256.0	310	192	140	130	201	4	1247	1065	54	3	13	""	36	2	19	52	""	""	""	""	26	7	""	328	212	""	""	""
2016	12381	44	Averett	-	Opponent Totals	-	-	-	-	""	""	5.06	253.1	340	220	183	125	143	2	1243	1068	66	7	29	""	39	""	10	41	1	""	""	""	27	13	""	260	328	""	""	""
2016	12381	45	Babson	-	Totals	-	-	-	-	""	""	2.89	271.0	293	136	112	54	127	8	1200	1084	51	3	18	""	14	""	14	48	2	""	""	""	40	8	""	300	366	""	""	""
2016	12381	45	Babson	-	Opponent Totals	-	-	-	-	""	""	4.48	264.0	373	207	169	92	101	3	1273	1135	71	5	20	""	16	1	12	36	""	""	""	""	23	10	""	312	334	""	""	""
2016	12381	46	Baldwin Wallace	-	Totals	-	-	-	-	""	""	4.82	223.2	321	199	154	90	136	2	1110	962	54	12	15	""	24	""	22	33	4	""	""	""	25	11	""	195	309	""	""	""
2016	12381	46	Baldwin Wallace	-	Opponent Totals	-	-	-	-	""	""	1.97	231.0	205	87	65	70	135	6	986	881	27	4	3	""	17	""	10	30	""	""	""	""	18	7	""	297	233	""	""	""
2016	12381	58	Baruch	-	Totals	-	-	-	-	""	""	9.02	193.1	348	301	249	140	81	2	1115	928	80	13	20	""	31	""	17	20	""	""	""	""	16	13	1	209	264	""	""	""
2016	12381	58	Baruch	-	Opponent Totals	-	-	-	-	""	""	3.47	204.0	221	158	101	66	161	11	946	837	38	2	4	""	29	""	17	40	""	""	""	""	18	8	""	243	185	""	""	""
2016	12381	50	Bates	-	Totals	-	-	-	-	""	""	7.30	217.2	377	309	227	167	69	1	1243	1024	76	9	25	""	61	1	17	23	""	""	""	""	20	15	""	292	258	""	""	""
2016	12381	50	Bates	-	Opponent Totals	-	-	-	-	""	""	3.57	229.2	297	167	117	55	165	4	1086	994	61	8	12	""	24	""	12	35	""	""	""	""	17	8	""	271	221	""	""	""
2016	12381	26520	Bay Path	-	Totals	-	-	-	-	""	""	5.49	187.1	326	223	147	40	88	3	968	897	68	14	10	""	9	1	11	27	1	""	""	""	14	6	""	212	235	""	""	""
2016	12381	26520	Bay Path	-	Opponent Totals	-	-	-	-	""	""	4.26	192.1	246	186	117	106	168	4	957	817	35	7	11	""	23	""	17	63	""	""	""	""	16	1	""	189	192	""	""	""
2016	12381	26107	Becker	-	Totals	-	-	-	-	""	""	2.56	248.2	285	138	91	35	158	9	1110	1042	39	10	13	""	9	""	15	41	""	""	""	""	11	7	""	242	319	""	""	""
2016	12381	26107	Becker	-	Opponent Totals	-	-	-	-	""	""	5.72	239.2	330	257	196	118	177	3	1234	1048	61	12	22	""	45	""	31	49	1	""	""	""	25	12	""	245	277	""	""	""
2016	12381	53	Beloit	-	Totals	-	-	-	-	""	""	5.68	221.2	349	240	180	124	63	2	1170	1016	83	14	12	""	40	""	8	26	""	""	""	""	17	5	""	303	260	""	""	""
2016	12381	53	Beloit	-	Opponent Totals	-	-	-	-	""	""	3.46	230.2	280	138	114	67	199	6	1068	956	36	9	7	""	18	""	16	43	""	""	""	""	27	2	""	231	230	""	""	""
2016	12381	296	Benedictine (IL)	-	Totals	-	-	-	-	""	""	1.57	360.0	332	134	81	76	164	20	1542	1395	51	10	9	""	5	""	27	57	""	""	""	""	40	4	""	410	464	""	""	""
2016	12381	296	Benedictine (IL)	-	Opponent Totals	-	-	-	-	""	""	4.40	346.2	478	291	218	110	142	4	1667	1485	78	17	21	""	19	""	16	36	""	""	""	""	38	15	2	430	416	""	""	""
2016	12381	973	Berry	-	Totals	-	-	-	-	""	""	1.70	300.0	211	104	73	137	289	16	1292	1080	28	2	11	""	11	1	37	93	""	""	""	""	34	3	""	308	268	""	""	""
2016	12381	973	Berry	-	Opponent Totals	-	-	-	-	""	""	6.80	283.0	423	336	275	136	163	2	1470	1249	85	16	27	""	37	3	38	46	""	""	""	""	35	12	""	329	312	""	""	""
2016	12381	59	Bethany (WV)	-	Totals	-	-	-	-	""	""	2.53	279.1	293	134	101	60	251	4	1224	1112	29	6	19	""	10	""	10	79	""	""	""	""	34	8	""	283	269	""	""	""
2016	12381	59	Bethany (WV)	-	Opponent Totals	-	-	-	-	""	""	2.60	282.2	299	151	105	72	184	10	1266	1138	49	7	14	""	18	""	24	45	1	""	""	""	29	3	""	316	319	""	""	""
2016	12381	30038	Bethany Lutheran	-	Totals	-	-	-	-	""	""	7.05	176.2	282	270	178	120	132	""	1000	838	42	8	8	""	55	""	15	35	""	""	""	""	17	10	""	205	168	""	""	""
2016	12381	30038	Bethany Lutheran	-	Opponent Totals	-	-	-	-	""	""	2.21	183.2	187	94	58	53	123	9	793	726	28	5	4	""	17	""	5	36	""	""	""	""	7	2	""	225	173	""	""	""
2016	12381	60	Bethel (MN)	-	Totals	-	-	-	-	""	""	3.24	259.1	323	162	120	87	159	3	1217	1069	58	6	10	""	9	""	17	41	""	""	""	""	35	9	""	286	305	""	""	""
2016	12381	60	Bethel (MN)	-	Opponent Totals	-	-	-	-	""	""	3.33	260.1	271	153	124	83	174	6	1170	1047	40	8	23	""	20	""	27	57	""	""	""	""	6	7	""	285	284	""	""	""
2016	12381	28593	Birmingham-So.	-	Totals	-	-	-	-	""	""	2.29	309.1	274	117	101	71	265	14	1304	1174	60	2	12	""	12	1	20	54	""	""	""	""	35	4	""	351	285	""	""	""
2016	12381	28593	Birmingham-So.	-	Opponent Totals	-	-	-	-	""	""	5.05	295.1	415	292	213	170	146	2	1494	1237	92	8	26	""	35	1	23	61	""	""	""	""	45	18	""	313	368	""	""	""
2016	12381	64	Blackburn	-	Totals	-	-	-	-	""	""	9.35	167.2	343	297	224	88	48	""	980	851	64	11	27	""	27	""	15	10	""	""	""	""	15	11	""	256	170	""	""	""
2016	12381	64	Blackburn	-	Opponent Totals	-	-	-	-	""	""	2.38	179.2	157	77	61	48	181	7	752	687	32	2	13	""	15	""	4	40	""	""	""	""	11	2	""	186	155	""	""	""
2016	12381	987	Bluffton	-	Totals	-	-	-	-	""	""	3.28	234.2	292	157	110	82	98	3	1111	975	65	4	12	""	22	""	16	27	1	""	""	""	32	5	""	351	221	""	""	""
2016	12381	987	Bluffton	-	Opponent Totals	-	-	-	-	""	""	3.14	234.0	267	135	105	65	147	6	1067	957	49	3	15	""	10	""	13	31	1	""	""	""	28	4	""	301	230	""	""	""
2016	12381	69	Bowdoin	-	Totals	-	-	-	-	""	""	3.14	245.1	277	154	110	73	155	5	1132	1018	44	7	12	""	14	""	21	49	""	""	""	""	18	2	""	337	212	""	""	""
2016	12381	69	Bowdoin	-	Opponent Totals	-	-	-	-	""	""	4.28	247.0	342	186	151	66	145	3	1170	1079	67	5	15	""	17	""	9	39	""	""	""	""	7	9	""	255	306	""	""	""
2016	12381	73	Brandeis	-	Totals	-	-	-	-	""	""	4.75	235.2	383	207	160	54	93	2	1174	1051	68	5	33	""	18	""	21	34	""	""	""	""	40	8	""	278	298	""	""	""
2016	12381	73	Brandeis	-	Opponent Totals	-	-	-	-	""	""	4.53	235.0	339	193	152	89	109	1	1167	1016	56	5	25	""	25	""	21	34	""	""	""	""	32	7	1	302	267	""	""	""
2016	12381	75	Bridgewater (VA)	-	Totals	-	-	-	-	""	""	5.03	227.0	332	248	163	98	106	2	1164	1017	56	9	11	""	28	1	13	28	""	""	""	""	28	8	""	317	222	""	""	""
2016	12381	75	Bridgewater (VA)	-	Opponent Totals	-	-	-	-	""	""	2.67	233.0	242	139	89	89	136	12	1068	951	41	5	6	""	24	1	14	30	""	""	""	""	11	3	""	289	250	""	""	""
2016	12381	76	Bridgewater St.	-	Totals	-	-	-	-	""	""	2.41	249.1	254	143	86	63	161	8	1115	978	45	5	7	""	20	1	28	66	""	""	""	""	38	6	1	293	270	""	""	""
2016	12381	76	Bridgewater St.	-	Opponent Totals	-	-	-	-	""	""	4.14	246.2	363	227	146	77	113	4	1209	1090	49	15	6	""	34	1	5	40	""	""	""	""	30	7	""	322	268	""	""	""
2016	12381	78	Brockport	-	Totals	-	-	-	-	""	""	4.57	248.0	289	206	162	185	200	4	1246	1007	47	4	28	""	41	""	19	50	1	""	""	""	27	8	""	259	250	""	""	""
2016	12381	78	Brockport	-	Opponent Totals	-	-	-	-	""	""	4.60	245.0	309	199	161	96	137	3	1161	1020	48	6	19	""	25	1	13	25	2	""	""	""	25	7	""	301	259	""	""	""
2016	12381	79	Brooklyn	-	Totals	-	-	-	-	""	""	10.66	150.1	383	319	229	71	44	1	931	827	96	21	10	""	22	""	13	17	""	""	""	""	11	9	""	156	178	""	""	""
2016	12381	79	Brooklyn	-	Opponent Totals	-	-	-	-	""	""	2.79	153.0	110	80	61	62	196	10	663	579	23	4	5	""	40	""	19	60	""	""	""	""	2	1	""	140	95	""	""	""
2016	12381	84	Buena Vista	-	Totals	-	-	-	-	""	""	2.62	238.0	261	125	89	33	175	7	1052	979	53	8	10	""	4	""	16	41	""	""	""	""	21	3	""	290	218	""	""	""
2016	12381	84	Buena Vista	-	Opponent Totals	-	-	-	-	""	""	4.25	232.0	273	183	141	93	195	1	1089	955	62	7	20	""	18	1	15	62	5	""	""	""	22	4	""	243	219	""	""	""
2016	12381	85	Buffalo St.	-	Totals	-	-	-	-	""	""	3.68	266.0	327	207	140	101	125	5	1271	1126	71	4	18	""	25	1	13	37	1	""	""	""	27	4	""	381	258	""	""	""
2016	12381	85	Buffalo St.	-	Opponent Totals	-	-	-	-	""	""	4.28	264.2	372	226	162	108	124	2	1313	1156	71	3	14	""	21	""	19	39	2	""	""	""	22	7	1	352	283	""	""	""
2016	12381	122	CWRU	-	Totals	-	-	-	-	""	""	3.45	264.0	315	178	130	83	200	3	1222	1099	53	6	21	""	37	""	14	32	""	""	""	""	23	3	""	300	261	""	""	""
2016	12381	122	CWRU	-	Opponent Totals	-	-	-	-	""	""	4.28	266.1	366	207	163	110	115	2	1314	1153	65	2	18	""	30	""	17	31	2	""	""	""	24	10	""	315	329	""	""	""
2016	12381	88	Cabrini	-	Totals	-	-	-	-	""	""	3.04	262.2	284	163	114	94	108	6	1214	1073	39	5	10	""	26	""	5	35	""	""	""	""	30	12	""	369	285	""	""	""
2016	12381	88	Cabrini	-	Opponent Totals	-	-	-	-	""	""	5.42	258.1	442	273	200	101	152	4	1352	1212	62	8	32	""	27	""	9	45	""	""	""	""	23	7	""	296	295	""	""	""
2016	12381	1305	Cairn	-	Totals	-	-	-	-	""	""	23.18	148.0	496	652	490	334	24	""	1365	979	89	13	17	""	42	2	21	9	""	""	""	""	2	29	""	136	247	""	""	""
2016	12381	1305	Cairn	-	Opponent Totals	-	-	-	-	""	""	1.93	163.1	150	66	45	53	176	12	725	662	18	1	1	""	16	""	9	48	""	""	""	""	""	1	""	185	116	""	""	""
2016	12381	105	Cal Lutheran	-	Totals	-	-	-	-	""	""	4.74	248.0	370	220	168	104	89	2	1253	1072	58	4	23	""	18	""	22	23	""	""	""	""	40	13	""	306	319	""	""	""
2016	12381	105	Cal Lutheran	-	Opponent Totals	-	-	-	-	""	""	3.31	243.1	292	144	115	67	138	5	1113	976	51	2	12	""	11	1	10	35	""	""	""	""	51	9	""	290	281	""	""	""
2016	12381	114	Calvin	-	Totals	-	-	-	-	""	""	3.19	224.0	226	131	102	82	191	3	1012	882	46	9	11	""	19	""	14	47	1	""	""	""	30	4	""	247	212	""	""	""
2016	12381	114	Calvin	-	Opponent Totals	-	-	-	-	""	""	5.41	218.2	329	208	169	70	130	2	1096	973	59	12	19	""	21	""	19	41	""	""	""	""	23	11	""	275	226	""	""	""
2016	12381	117	Capital	-	Totals	-	-	-	-	""	""	2.91	248.0	275	149	103	91	104	3	1143	1008	43	3	10	""	19	""	12	41	""	""	""	""	24	8	""	421	186	""	""	""
2016	12381	117	Capital	-	Opponent Totals	-	-	-	-	""	""	2.08	249.0	264	129	74	35	96	5	1092	992	36	10	6	""	16	""	12	11	""	""	""	""	47	6	""	360	264	""	""	""
2016	12381	118	Carleton	-	Totals	-	-	-	-	""	""	5.46	232.0	353	244	181	112	137	3	1211	1049	69	7	16	""	22	""	15	49	""	""	""	""	27	7	1	267	268	""	""	""
2016	12381	118	Carleton	-	Opponent Totals	-	-	-	-	""	""	3.03	238.0	288	145	103	75	156	6	1098	969	36	5	6	""	20	""	21	45	""	""	""	""	23	10	""	292	226	""	""	""
2016	12381	120	Carroll (WI)	-	Totals	-	-	-	-	""	""	3.29	249.0	292	150	117	79	110	8	1141	1021	65	8	17	""	10	""	9	38	""	""	""	""	23	9	""	304	308	""	""	""
2016	12381	120	Carroll (WI)	-	Opponent Totals	-	-	-	-	""	""	4.45	250.0	329	205	159	85	140	6	1205	1065	72	6	13	""	22	""	9	41	1	""	""	""	41	5	""	329	255	""	""	""
2016	12381	121	Carthage	-	Totals	-	-	-	-	""	""	4.35	265.1	306	209	165	78	256	5	1245	1092	65	8	28	""	13	""	32	72	""	""	""	""	36	7	""	247	267	""	""	""
2016	12381	121	Carthage	-	Opponent Totals	-	-	-	-	""	""	4.35	269.0	333	223	167	103	181	3	1291	1134	67	5	28	""	33	""	26	47	""	""	""	""	17	11	""	336	253	""	""	""
2016	12381	123	Castleton	-	Totals	-	-	-	-	""	""	2.24	215.1	198	94	69	51	196	5	918	836	33	7	6	""	6	""	7	48	""	""	""	""	16	8	""	226	205	""	""	""
2016	12381	123	Castleton	-	Opponent Totals	-	-	-	-	""	""	4.80	208.2	285	193	143	80	146	3	1037	916	36	15	20	""	9	""	6	35	1	""	""	""	27	8	""	253	207	""	""	""
2016	12381	124	Catholic	-	Totals	-	-	-	-	""	""	2.17	238.2	250	110	74	62	118	10	1055	958	34	6	7	""	12	""	9	31	""	""	""	""	21	4	""	328	249	""	""	""
2016	12381	124	Catholic	-	Opponent Totals	-	-	-	-	""	""	3.80	237.1	279	188	129	107	117	1	1143	979	41	6	16	""	15	1	28	37	""	""	""	""	23	6	""	280	291	""	""	""
2016	12381	23624	Cazenovia	-	Totals	-	-	-	-	""	""	4.64	223.1	328	200	148	100	179	4	1129	995	53	10	9	""	22	8	13	51	1	""	""	""	17	3	1	286	172	""	""	""
2016	12381	23624	Cazenovia	-	Opponent Totals	-	-	-	-	""	""	4.69	225.1	287	196	151	111	135	2	1125	973	54	6	9	""	25	""	19	45	""	""	""	""	15	7	""	288	228	""	""	""
2016	12381	14795	Cedar Crest	-	Totals	-	-	-	-	""	""	4.03	241.1	285	209	139	116	160	4	1172	1024	51	16	15	""	37	""	12	32	1	""	""	""	15	5	""	305	227	""	""	""
2016	12381	14795	Cedar Crest	-	Opponent Totals	-	-	-	-	""	""	5.34	249.0	397	299	190	84	120	6	1290	1174	69	10	22	""	29	1	10	38	""	""	""	""	9	13	""	344	239	""	""	""
2016	12381	125	Centenary (LA)	-	Totals	-	-	-	-	""	""	3.69	296.0	386	213	156	92	152	4	1384	1231	53	4	24	""	17	""	9	44	""	""	""	""	37	15	""	303	396	""	""	""
2016	12381	125	Centenary (LA)	-	Opponent Totals	-	-	-	-	""	""	3.45	298.2	385	246	147	91	114	3	1415	1237	68	3	11	""	31	1	22	36	""	""	""	""	55	10	""	415	304	""	""	""
2016	12381	12884	Centenary (NJ)	-	Totals	-	-	-	-	""	""	6.30	180.0	300	204	162	92	102	2	945	822	59	14	10	""	13	""	8	37	7	""	""	""	15	8	""	210	195	""	""	""
2016	12381	12884	Centenary (NJ)	-	Opponent Totals	-	-	-	-	""	""	4.43	185.0	244	151	117	76	117	5	898	800	55	15	2	""	19	""	10	32	""	""	""	""	5	7	""	208	199	""	""	""
2016	12381	126	Central (IA)	-	Totals	-	-	-	-	""	""	3.10	255.0	286	157	113	125	174	2	1207	1024	51	6	12	""	8	""	22	60	18	""	""	""	28	7	1	279	271	""	""	""
2016	12381	126	Central (IA)	-	Opponent Totals	-	-	-	-	""	""	4.10	249.1	298	205	146	98	134	4	1158	1002	49	6	9	""	9	2	15	26	1	""	""	""	31	12	""	281	275	""	""	""
2016	12381	132	Centre	-	Totals	-	-	-	-	""	""	3.86	256.0	329	193	141	90	110	5	1233	1079	53	8	15	""	14	1	19	30	""	""	""	""	34	10	""	274	348	""	""	""
2016	12381	132	Centre	-	Opponent Totals	-	-	-	-	""	""	3.66	258.1	303	159	135	98	115	4	1202	1055	60	8	16	""	13	""	21	32	""	""	""	""	25	3	""	303	315	""	""	""
2016	12381	134	Chapman	-	Totals	-	-	-	-	""	""	5.21	242.0	328	218	180	138	148	2	1222	1014	60	14	17	""	25	""	21	38	2	""	""	""	36	13	""	265	280	""	""	""
2016	12381	134	Chapman	-	Opponent Totals	-	-	-	-	""	""	3.38	244.1	299	153	118	105	138	4	1164	1001	50	12	12	""	23	2	12	53	""	""	""	""	41	5	""	325	237	""	""	""
2016	12381	10972	Chatham	-	Totals	-	-	-	-	""	""	9.10	150.0	338	281	195	88	70	""	895	792	70	22	6	""	14	1	6	21	""	""	""	""	7	2	""	193	142	""	""	""
2016	12381	10972	Chatham	-	Opponent Totals	-	-	-	-	""	""	1.46	163.0	141	43	34	27	152	12	650	615	23	5	2	""	8	""	7	54	""	""	""	""	""	1	""	166	131	""	""	""
2016	12381	137	Chicago	-	Totals	-	-	-	-	""	""	2.89	242.1	213	123	100	112	218	11	1078	917	38	3	14	""	24	""	19	69	""	""	""	""	25	5	""	253	236	""	""	""
2016	12381	137	Chicago	-	Opponent Totals	-	-	-	-	""	""	4.10	232.1	302	195	136	65	105	1	1086	968	59	6	15	""	19	1	11	33	1	""	""	""	31	11	""	326	229	""	""	""
2016	12381	139	Chris. Newport	-	Totals	-	-	-	-	""	""	2.65	285.2	288	136	108	73	134	9	1239	1120	32	5	31	""	20	""	5	31	""	""	""	""	36	5	""	352	344	""	""	""
2016	12381	139	Chris. Newport	-	Opponent Totals	-	-	-	-	""	""	5.67	269.1	405	300	218	149	129	1	1433	1228	79	9	33	""	26	""	31	42	""	""	""	""	7	14	3	284	363	""	""	""
2016	12381	142	Claremont-M-S	-	Totals	-	-	-	-	""	""	1.65	310.0	256	94	73	96	164	20	1306	1157	31	8	9	""	12	""	17	42	2	""	""	""	28	8	""	483	257	""	""	""
2016	12381	142	Claremont-M-S	-	Opponent Totals	-	-	-	-	""	""	5.12	296.2	418	258	217	142	147	3	1499	1281	58	17	19	""	16	5	32	50	1	""	""	""	27	16	""	377	334	""	""	""
2016	12381	145	Clark (MA)	-	Totals	-	-	-	-	""	""	3.65	240.0	300	178	125	66	132	6	1127	1017	60	2	10	""	30	""	22	35	""	""	""	""	15	7	""	314	237	""	""	""
2016	12381	145	Clark (MA)	-	Opponent Totals	-	-	-	-	""	""	2.87	241.1	239	122	99	78	229	6	1061	941	48	1	16	""	23	""	14	78	""	""	""	""	23	5	""	241	237	""	""	""
2016	12381	958	Clarks Summit	-	Totals	-	-	-	-	""	""	7.92	217.1	437	356	246	60	103	2	1239	1149	74	36	16	""	20	""	15	33	""	""	""	""	5	10	""	317	203	""	""	""
2016	12381	958	Clarks Summit	-	Opponent Totals	-	-	-	-	""	""	4.31	225.2	300	207	139	71	174	11	1133	1034	45	11	4	""	11	1	17	54	3	""	""	""	5	5	1	271	205	""	""	""
2016	12381	146	Clarkson	-	Totals	-	-	-	-	""	""	3.82	218.0	269	156	119	65	167	2	1034	923	58	5	17	""	19	1	17	41	""	""	""	""	22	7	""	202	267	""	""	""
2016	12381	146	Clarkson	-	Opponent Totals	-	-	-	-	""	""	4.45	218.2	283	183	139	73	117	3	1049	923	52	3	8	""	12	""	21	40	""	""	""	""	24	8	""	255	245	""	""	""
2016	12381	722	Coast Guard	-	Totals	-	-	-	-	""	""	6.78	256.0	477	321	248	93	81	1	1379	1224	94	3	24	""	35	""	22	27	""	""	""	""	24	16	""	361	271	""	""	""
2016	12381	722	Coast Guard	-	Opponent Totals	-	-	-	-	""	""	3.72	265.0	315	185	141	118	174	3	1268	1089	61	2	18	""	23	""	29	61	1	""	""	""	22	10	""	291	300	""	""	""
